"Parameter Name",Value,Type,"Last Updated"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.Status,Disabled,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.TotalAssociations,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.TotalBytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.TotalPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.TotalPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.TransmitPower,100,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.TransmitPowerSupported,"17,20,22,23,24,25,26,27,28,29",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.WPAAuthenticationMode,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.WPAEncryptionModes,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.WPS.ConfigurationState,"Not configured",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.WPS.X_000631_PushButton,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.WPS.X_000631_WpsStatus,Inactive,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.X_000631_AssociatedDeviceState,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.X_000631_EnableDCS,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.X_000631_EnableDfsChannels,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.X_000631_EnableMUMIMO,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.X_000631_OperatingChannelBandwidth,160MHz,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.20.X_000631_PSCOnly,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.AutoChannelEnable,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.BasicAuthenticationMode,None,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.BasicEncryptionModes,None,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.BeaconType,Basic,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.BSSID,4a:85:f9:9c:d0:67,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.Channel,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.Enable,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.IEEE11iAuthenticationMode,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.IEEE11iEncryptionModes,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.PossibleChannels,"5,37,69,101,133,165,197",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.PreSharedKey.1.KeyPassphrase,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.RadioEnabled,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.RegulatoryDomain,CA,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.SSID,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.SSIDAdvertisementEnabled,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.Standard,ax,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.Status,Disabled,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.TotalAssociations,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.TotalBytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.TotalPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.TotalPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.TransmitPower,100,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.TransmitPowerSupported,"17,20,22,23,24,25,26,27,28,29",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.WPAAuthenticationMode,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.WPAEncryptionModes,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.WPS.ConfigurationState,"Not configured",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.WPS.X_000631_PushButton,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.WPS.X_000631_WpsStatus,Inactive,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.X_000631_AssociatedDeviceState,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.X_000631_EnableDCS,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.X_000631_EnableDfsChannels,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.X_000631_EnableMUMIMO,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.X_000631_OperatingChannelBandwidth,160MHz,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.21.X_000631_PSCOnly,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.AutoChannelEnable,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.BasicAuthenticationMode,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.BasicEncryptionModes,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.BeaconType,WPA3,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.BSSID,4e:85:f9:9c:d0:67,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.Channel,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.Enable,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.IEEE11iAuthenticationMode,SAEAuthentication,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.IEEE11iEncryptionModes,AESEncryption,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.PossibleChannels,"5,37,69,101,133,165,197",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.PreSharedKey.1.KeyPassphrase,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.RadioEnabled,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.RegulatoryDomain,CA,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.SSID,5GHz_IPTV_SSID07FEDD,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.SSIDAdvertisementEnabled,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.Standard,ax,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.Status,Disabled,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.TotalAssociations,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.TotalBytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.TotalPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.TotalPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.TransmitPower,100,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.TransmitPowerSupported,"17,20,22,23,24,25,26,27,28,29",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.WPAAuthenticationMode,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.WPAEncryptionModes,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.WPS.ConfigurationState,"Not configured",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.WPS.X_000631_PushButton,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.WPS.X_000631_WpsStatus,Inactive,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.X_000631_AssociatedDeviceState,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.X_000631_EnableDCS,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.X_000631_EnableDfsChannels,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.X_000631_EnableMUMIMO,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.X_000631_OperatingChannelBandwidth,160MHz,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.22.X_000631_PSCOnly,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.AutoChannelEnable,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.BasicAuthenticationMode,None,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.BasicEncryptionModes,None,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.BeaconType,Basic,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.BSSID,52:85:f9:9c:d0:67,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.Channel,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.Enable,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.IEEE11iAuthenticationMode,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.IEEE11iEncryptionModes,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.PossibleChannels,"5,37,69,101,133,165,197",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.PreSharedKey.1.KeyPassphrase,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.RadioEnabled,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.RegulatoryDomain,CA,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.SSID,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.SSIDAdvertisementEnabled,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.Standard,ax,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.Status,Disabled,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.TotalAssociations,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.TotalBytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.TotalPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.TotalPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.TransmitPower,100,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.TransmitPowerSupported,"17,20,22,23,24,25,26,27,28,29",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.WPAAuthenticationMode,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.WPAEncryptionModes,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.WPS.ConfigurationState,"Not configured",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.WPS.X_000631_PushButton,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.WPS.X_000631_WpsStatus,Inactive,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.X_000631_AssociatedDeviceState,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.X_000631_EnableDCS,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.X_000631_EnableDfsChannels,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.X_000631_EnableMUMIMO,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.X_000631_OperatingChannelBandwidth,160MHz,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.23.X_000631_PSCOnly,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.AutoChannelEnable,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.BasicAuthenticationMode,None,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.BasicEncryptionModes,None,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.BeaconType,Basic,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.BSSID,56:85:f9:9c:d0:67,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.Channel,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.Enable,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.IEEE11iAuthenticationMode,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.IEEE11iEncryptionModes,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.PossibleChannels,"5,37,69,101,133,165,197",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.PreSharedKey.1.KeyPassphrase,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.RadioEnabled,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.RegulatoryDomain,CA,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.SSID,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.SSIDAdvertisementEnabled,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.Standard,ax,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.Status,Disabled,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.TotalAssociations,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.TotalBytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.TotalPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.TotalPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.TransmitPower,100,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.TransmitPowerSupported,"17,20,22,23,24,25,26,27,28,29",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.WPAAuthenticationMode,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.WPAEncryptionModes,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.WPS.ConfigurationState,"Not configured",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.WPS.X_000631_PushButton,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.WPS.X_000631_WpsStatus,Inactive,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.X_000631_AssociatedDeviceState,,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.X_000631_EnableDCS,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.X_000631_EnableDfsChannels,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.X_000631_EnableMUMIMO,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.X_000631_OperatingChannelBandwidth,160MHz,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.24.X_000631_PSCOnly,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.AutoChannelEnable,1,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.BasicAuthenticationMode,None,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.BasicEncryptionModes,None,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.BeaconType,Basic,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.BSSID,02:85:f9:9c:d0:67,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.Channel,112,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.Enable,0,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.IEEE11iAuthenticationMode,,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.IEEE11iEncryptionModes,,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.PossibleChannels,"36,52,100,132,149",xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.PreSharedKey.1.KeyPassphrase,,xsd:string,"2025-12-03 14:45:26"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.RadioEnabled,1,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.RegulatoryDomain,CA,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.SSID,,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.SSIDAdvertisementEnabled,1,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.Standard,ax,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.Status,Disabled,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.TotalAssociations,0,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.TotalBytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.TotalPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.TotalPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.TransmitPower,100,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.TransmitPowerSupported,"17,20,22,23,24,25,26,27,28,29",xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.WPAAuthenticationMode,,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.WPAEncryptionModes,,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.WPS.ConfigurationState,"Not configured",xsd:string,"2025-12-03 14:45:26"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.WPS.X_000631_PushButton,0,xsd:boolean,"2025-12-03 14:45:26"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.WPS.X_000631_WpsStatus,Inactive,xsd:string,"2025-12-03 14:45:26"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.3.X_000631_AssociatedDeviceState,,xsd:string,"2025-12-03 14:45:25"
