1,1763355600,20,70,30,0,320,28,-880,-790,-841,109,814,52,10
2,1763355600,17,18,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763356500,20,70,33,0,660,61,-920,-790,-840,90,688,585,84
2,1763356500,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763357400,20,60,31,0,460,32,-880,-790,-838,47,1028,418,54
2,1763357400,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
2,1763358300,17,18,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763358300,30,60,30,0,90,23,-880,-810,-840,102,713,41,0
1,1763359200,20,70,33,0,450,40,-880,-790,-842,110,709,294,34
2,1763359200,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
2,1763360100,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763360100,30,70,33,0,300,39,-880,-810,-837,81,682,541,76
1,1763361000,30,70,32,0,390,29,-880,-810,-844,108,697,535,82
2,1763361000,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
2,1763361900,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763361900,20,70,33,0,420,33,-880,-780,-842,60,688,442,59
2,1763362800,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763362800,30,40,30,0,270,25,-880,-810,-842,79,704,101,8
2,1763363700,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763363700,20,50,30,0,420,55,-880,-790,-840,43,678,69,3
2,1763364600,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763364600,20,40,30,0,300,44,-880,-810,-842,59,699,70,3
2,1763365500,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763365500,20,70,30,0,490,60,-880,-810,-842,117,699,69,4
2,1763366400,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763366400,30,80,36,0,130,28,-900,-810,-845,74,685,456,65
1,1763367300,20,70,32,0,280,38,-890,-810,-841,98,694,549,78
2,1763367300,16,19,17,0,0,0,-900,-890,-890,0,0,0,0
2,1763368200,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763368200,30,80,32,0,380,25,-880,-810,-840,34,1064,225,26
1,1763369100,30,70,33,0,180,29,-900,-790,-843,130,744,235,26
2,1763369100,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
2,1763370000,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763370000,30,70,34,0,360,29,-890,-790,-843,121,719,363,41
2,1763370900,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763370900,30,80,33,0,90,25,-880,-790,-837,94,696,491,72
2,1763371800,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763371800,30,80,33,0,810,42,-880,-810,-845,94,695,494,67
2,1763372700,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763372700,30,60,32,0,100,33,-880,-790,-837,81,674,481,67
1,1763373600,20,60,31,0,390,41,-880,-790,-840,69,683,487,65
2,1763373600,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
2,1763374500,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763374500,20,50,31,0,430,47,-880,-790,-840,55,861,142,15
1,1763375400,20,60,31,0,270,33,-880,-780,-837,117,708,362,38
2,1763375400,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
2,1763376300,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763376300,30,60,31,0,130,31,-900,-810,-846,53,853,102,13
2,1763377200,17,20,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763377200,30,70,32,0,230,39,-880,-790,-841,170,739,500,55
1,1763378100,30,40,30,0,310,42,-880,-790,-840,40,681,32,2
2,1763378100,17,18,17,0,0,0,-900,-880,-890,0,0,0,0
2,1763379000,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763379000,30,70,32,0,100,22,-880,-810,-840,72,865,240,18
1,1763379900,30,60,32,0,450,36,-880,-810,-836,118,720,393,36
2,1763379900,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
2,1763380800,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763380800,30,60,32,0,130,33,-880,-790,-838,121,724,566,64
2,1763381700,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763381700,30,70,32,0,130,34,-880,-810,-844,55,867,164,20
2,1763382600,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763382600,30,70,32,0,150,39,-900,-790,-844,155,720,461,52
2,1763383500,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763383500,20,70,31,0,250,38,-900,-790,-844,57,859,262,35
2,1763384400,17,18,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763384400,20,80,33,0,410,39,-880,-790,-838,98,710,295,30
1,1763385300,30,70,33,0,160,38,-880,-790,-839,56,794,338,46
2,1763385300,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
2,1763386200,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763386200,20,80,32,0,470,50,-880,-790,-842,127,772,236,22
1,1763387100,30,70,32,0,200,35,-880,-790,-841,80,676,445,64
2,1763387100,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
2,1763388000,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763388000,30,60,32,0,140,31,-880,-800,-837,96,710,551,74
2,1763388900,17,19,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763388900,20,60,31,0,690,52,-880,-790,-844,59,866,142,16
1,1763389800,20,70,31,0,250,28,-900,-810,-844,46,851,192,18
2,1763389800,17,21,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763390700,30,120,37,0,280,30,-880,-810,-841,131,723,224,20
2,1763390700,17,21,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763391600,30,100,35,0,140,36,-880,-810,-842,201,761,657,70
2,1763391600,17,20,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763392500,30,80,35,0,190,42,-900,-790,-845,97,701,516,69
2,1763392500,17,20,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763393400,30,80,38,0,310,35,-880,-800,-839,55,875,484,61
2,1763393400,17,20,17,0,0,0,-900,-890,-890,0,0,0,0
1,1763394300,30,90,37,0,180,33,-890,-790,-838,207,730,753,81
2,1763394300,17,20,17,0,0,0,-900,-880,-890,0,0,0,0
2,1763395200,17,19,17,0,0,0,-900,-880,-890,0,0,0,0
1,1763395200,30,80,32,0,360,22,-880,-790,-840,55,882,160,19
