2,1763096400,21,30,27,918,979,951,-900,-860,-879,0,0,0,0
1,1763096400,20,90,35,290,720,354,-860,-780,-816,2,0,0,0
1,1763097300,30,110,33,300,550,371,-850,-770,-816,2,0,0,0
2,1763097300,23,30,27,918,977,957,-900,-860,-878,0,0,0,0
1,1763098200,30,80,35,310,510,372,-850,-750,-819,2,0,0,0
2,1763098200,22,29,26,919,977,954,-900,-870,-880,0,0,0,0
1,1763099100,30,80,35,310,590,385,-850,-760,-818,2,0,0,0
2,1763099100,20,28,25,922,980,960,-890,-860,-879,0,0,0,0
1,1763100000,20,80,34,280,610,358,-860,-770,-818,3,0,0,0
2,1763100000,23,28,25,920,977,960,-900,-860,-879,0,0,0,0
2,1763100900,24,30,27,918,976,953,-890,-860,-879,0,0,0,0
1,1763100900,30,90,33,280,530,360,-850,-750,-815,3,0,0,0
1,1763101800,30,90,34,280,550,353,-860,-750,-811,1,0,0,0
2,1763101800,26,31,27,918,974,953,-890,-860,-878,0,0,0,0
1,1763102700,20,70,31,270,690,340,-860,-760,-818,2,0,0,0
2,1763102700,22,30,27,1,978,388,-890,-860,-878,0,0,0,0
2,1763103600,24,30,28,1,4,2,-890,-860,-880,0,0,0,0
1,1763103600,30,70,31,290,510,351,-850,-760,-818,2,0,0,0
2,1763104500,24,30,27,1,6,2,-890,-860,-878,0,0,0,0
1,1763104500,20,60,33,290,750,377,-850,-760,-819,1,0,0,0
1,1763105400,30,80,36,280,560,350,-860,-790,-823,2,0,0,0
2,1763105400,26,30,28,1,5,2,-900,-850,-878,0,0,0,0
2,1763106300,26,30,28,2,8,3,-900,-860,-878,0,0,0,0
1,1763106300,30,80,35,270,650,356,-840,-760,-815,2,0,0,0
1,1763107200,30,120,35,300,510,367,-850,-770,-817,2,0,0,0
2,1763107200,23,31,27,1,6,2,-900,-860,-879,0,0,0,0
2,1763108100,22,30,27,2,6,2,-900,-860,-880,0,0,0,0
1,1763108100,30,70,34,300,580,355,-850,-780,-818,3,0,0,0
2,1763109000,26,30,27,1,6,2,-900,-870,-880,0,0,0,0
1,1763109000,30,70,32,280,510,343,-850,-760,-809,2,0,0,0
2,1763109900,23,31,27,1,7,2,-910,-860,-880,0,0,0,0
1,1763109900,20,80,33,240,610,317,-850,-760,-810,2,0,0,0
2,1763110800,24,30,27,1,6,2,-890,-860,-878,0,0,0,0
1,1763110800,30,90,35,220,450,292,-850,-760,-807,1,0,0,0
1,1763111700,30,140,39,220,530,310,-840,-760,-810,2,0,0,0
2,1763111700,26,30,27,1,6,2,-890,-860,-878,0,0,0,0
1,1763112600,30,80,35,250,490,345,-840,-750,-807,1,0,0,0
2,1763112600,19,30,26,1,8,2,-900,-860,-878,0,0,0,0
1,1763113500,30,80,35,270,540,341,-850,-770,-813,2,0,0,0
2,1763113500,13,24,17,0,19,5,-890,-860,-878,0,0,0,0
1,1763114400,20,80,35,270,650,356,-850,-760,-812,3,0,0,0
2,1763114400,20,30,26,1,8,3,-900,-860,-878,0,0,0,0
2,1763115300,24,31,27,1,5,2,-910,-860,-880,0,0,0,0
